unique_key,created_date,closed_date,agency,complaint_type,descriptor,borough,status,incident_zip,latitude,longitude
32253770,12/22/2015 03:12:45 PM,12/23/2015 07:12:11 AM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11215,40.6603068134159,-73.99448901603871
32254402,12/22/2015 03:10:42 PM,12/22/2015 10:56:01 PM,NYPD,Illegal Parking,Blocked Sidewalk,MANHATTAN,Closed,10011,40.73360867565511,-73.99770513962788
32256103,12/22/2015 03:09:02 PM,12/22/2015 10:56:02 PM,NYPD,Illegal Parking,Blocked Sidewalk,MANHATTAN,Closed,10011,40.73360867565511,-73.99770513962788
32257347,12/22/2015 03:08:30 PM,12/22/2015 03:28:04 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11373,40.74168684615517,-73.87209649857596
32258142,12/22/2015 03:08:16 PM,12/22/2015 07:18:12 PM,NYPD,Noise - Vehicle,Engine Idling,BROOKLYN,Closed,11203,40.64753724472443,-73.92314566678593
32253337,12/22/2015 03:07:12 PM,12/22/2015 10:15:21 PM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10462,40.835756788030594,-73.86226676625107
32252593,12/22/2015 03:06:08 PM,12/22/2015 03:28:03 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11368,40.744962494872674,-73.86124188615474
32255985,12/22/2015 03:05:01 PM,12/22/2015 11:59:29 PM,NYPD,Derelict Vehicle,With License Plate,QUEENS,Closed,11429,40.71429232646971,-73.7441860373327
32255308,12/22/2015 03:04:39 PM,12/22/2015 08:17:19 PM,NYPD,Noise - Commercial,Banging/Pounding,MANHATTAN,Closed,10032,40.83055269718047,-73.94370483869014
32256020,12/22/2015 03:04:10 PM,12/23/2015 12:23:50 AM,NYPD,Derelict Vehicle,With License Plate,QUEENS,Closed,11434,40.66382484315498,-73.78044990973112
32257295,12/22/2015 03:02:42 PM,12/22/2015 03:19:00 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11373,40.744536102225815,-73.8909726162645
32254920,12/22/2015 02:58:25 PM,12/22/2015 04:29:09 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11379,40.72239914323835,-73.86939168736681
32258004,12/22/2015 02:58:01 PM,12/22/2015 07:10:42 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11418,40.696911350396604,-73.84110339230233
32255995,12/22/2015 02:52:08 PM,12/23/2015 12:31:09 AM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11412,40.69555597809576,-73.76452491598629
32257631,12/22/2015 02:50:05 PM,12/23/2015 09:52:48 PM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10456,40.83188667466573,-73.91287968510231
32255988,12/22/2015 02:49:21 PM,12/22/2015 07:59:21 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,QUEENS,Closed,11104,40.74637674603781,-73.92374982943112
32254415,12/22/2015 02:48:05 PM,12/22/2015 03:54:34 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,MANHATTAN,Closed,10007,40.716014706345376,-74.00474362389673
32256461,12/22/2015 02:46:38 PM,12/22/2015 04:25:57 PM,NYPD,Vending,In Prohibited Area,MANHATTAN,Closed,10001,40.749041841239894,-73.9883173208104
32253789,12/22/2015 02:45:59 PM,12/22/2015 04:45:08 PM,NYPD,Derelict Vehicle,With License Plate,STATEN ISLAND,Closed,10306,40.57932681080111,-74.09790747770137
32252263,12/22/2015 02:44:58 PM,12/22/2015 07:59:20 PM,NYPD,Noise - Vehicle,Car/Truck Horn,QUEENS,Closed,11104,40.74637674603781,-73.92374982943112
32256142,12/22/2015 02:42:32 PM,12/22/2015 09:54:48 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,Closed,11238,40.67837126887313,-73.96767143228793
32257986,12/22/2015 02:42:19 PM,12/22/2015 09:26:45 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11215,40.66756383942996,-73.9916875659288
32254497,12/22/2015 02:36:00 PM,12/22/2015 11:44:34 PM,NYPD,Illegal Parking,Commercial Overnight Parking,BRONX,Closed,10468,40.86481176142535,-73.90879815894579
32252597,12/22/2015 02:34:24 PM,12/22/2015 07:26:39 PM,NYPD,Blocked Driveway,Partial Access,BROOKLYN,Closed,11216,40.674803415578495,-73.95280937621503
32257000,12/22/2015 02:34:21 PM,12/22/2015 03:10:12 PM,NYPD,Noise - Street/Sidewalk,Loud Talking,BRONX,Closed,10472,40.829931310404646,-73.86591400513787
32257739,12/22/2015 02:32:17 PM,12/22/2015 07:23:31 PM,NYPD,Noise - Street/Sidewalk,Loud Talking,MANHATTAN,Closed,10036,40.756709629074216,-73.9806421312391
32252966,12/22/2015 02:31:15 PM,12/23/2015 08:11:04 AM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11230,40.62593397680336,-73.96438618024132
32253671,12/22/2015 02:30:15 PM,12/23/2015 01:32:58 AM,NYPD,Illegal Parking,Blocked Sidewalk,STATEN ISLAND,Closed,10314,40.59331028431164,-74.16016957317578
32253796,12/22/2015 02:28:21 PM,12/23/2015 07:21:04 AM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11232,40.64979693329004,-74.00749937937393
32256901,12/22/2015 02:25:14 PM,12/22/2015 05:29:59 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,QUEENS,Closed,11356,40.778228217430886,-73.84161343733022
32252087,12/22/2015 02:23:53 PM,12/22/2015 04:41:58 PM,NYPD,Illegal Parking,Blocked Sidewalk,QUEENS,Closed,11378,40.71691458154003,-73.91225077685559
32252974,12/22/2015 02:23:41 PM,12/22/2015 10:59:18 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,BRONX,Closed,10475,40.86298443969784,-73.82582603395832
32256801,12/22/2015 02:22:53 PM,12/22/2015 11:22:00 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11367,40.72618189340918,-73.82077898715274
32256803,12/22/2015 02:21:28 PM,12/22/2015 10:51:43 PM,NYPD,Illegal Parking,Blocked Sidewalk,BROOKLYN,Closed,11219,40.63551531072099,-73.98686718510103
32255249,12/22/2015 02:21:23 PM,12/22/2015 03:51:18 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,Closed,11231,40.68338501103704,-74.00152514910228
32254507,12/22/2015 02:20:26 PM,12/22/2015 06:44:27 PM,NYPD,Illegal Parking,Overnight Commercial Storage,QUEENS,Closed,11357,40.78406190992741,-73.81305089760922
32253406,12/22/2015 02:17:43 PM,12/22/2015 11:20:54 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11435,40.707507217252996,-73.809265582543
32256822,12/22/2015 02:16:36 PM,12/22/2015 02:54:52 PM,NYPD,Noise - Commercial,Loud Talking,BRONX,Closed,10472,40.83036235589997,-73.86602154214397
32253775,12/22/2015 02:15:54 PM,12/22/2015 08:19:25 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BRONX,Closed,10468,40.87519638673798,-73.88855625176745
32257235,12/22/2015 02:15:45 PM,12/22/2015 06:39:10 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11206,40.70603210223651,-73.93349100077576
32253398,12/22/2015 02:15:42 PM,12/22/2015 02:52:38 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11355,40.761500673291984,-73.81339939623913
32252548,12/22/2015 02:14:25 PM,12/22/2015 11:17:40 PM,NYPD,Blocked Driveway,No Access,MANHATTAN,Closed,10017,40.757087473593984,-73.97572943343326
32256947,12/22/2015 02:14:16 PM,12/22/2015 04:22:45 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,STATEN ISLAND,Closed,10305,40.58530539288473,-74.09743740795383
32256478,12/22/2015 02:14:08 PM,12/23/2015 08:19:48 AM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11230,40.63084468990853,-73.96531666291402
32252108,12/22/2015 02:13:32 PM,12/22/2015 02:38:36 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,MANHATTAN,Closed,10030,40.814867150385666,-73.94476578332397
32252926,12/22/2015 02:10:42 PM,12/22/2015 11:56:16 PM,NYPD,Derelict Vehicle,With License Plate,QUEENS,Closed,11413,40.67753569537713,-73.75365742299056
32254420,12/22/2015 02:07:02 PM,12/22/2015 03:02:30 PM,NYPD,Traffic,Truck Route Violation,BROOKLYN,Closed,11220,40.63384627682157,-74.01480422136103
32255636,12/22/2015 02:03:14 PM,12/22/2015 06:44:29 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11370,40.75759865925744,-73.88288383837282
32255225,12/22/2015 02:01:00 PM,12/22/2015 08:34:12 PM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11215,40.67561872869267,-73.98251510207822
32258079,12/22/2015 02:00:43 PM,12/22/2015 07:38:24 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11358,40.756357644521046,-73.78392408354873
32253713,12/22/2015 01:57:52 PM,12/22/2015 10:59:17 PM,NYPD,Derelict Vehicle,With License Plate,BRONX,Closed,10465,40.82528946347185,-73.81753473592903
32255727,12/22/2015 01:56:56 PM,12/22/2015 05:43:36 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11361,40.76458576726064,-73.76943227570425
32255756,12/22/2015 01:55:55 PM,12/22/2015 02:52:42 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11355,40.76148144843988,-73.81339223052068
32253640,12/22/2015 01:54:14 PM,12/22/2015 02:29:46 PM,NYPD,Illegal Parking,Blocked Sidewalk,BROOKLYN,Closed,11249,40.7192713913988,-73.96004699350578
32252165,12/22/2015 01:54:09 PM,12/23/2015 04:53:11 AM,NYPD,Derelict Vehicle,With License Plate,QUEENS,Closed,11379,40.71308924724783,-73.88515880698579
32257208,12/22/2015 01:53:55 PM,12/22/2015 08:27:49 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11231,40.68348931303278,-74.00147467366077
32254936,12/22/2015 01:49:33 PM,12/22/2015 02:53:44 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11355,40.761500673291984,-73.81339939623913
32255735,12/22/2015 01:49:12 PM,12/22/2015 08:46:47 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11423,40.72421855727257,-73.77779044670405
32252141,12/22/2015 01:42:47 PM,12/22/2015 03:31:30 PM,NYPD,Derelict Vehicle,With License Plate,BRONX,Closed,10465,40.825998340828335,-73.81800251960792
32252121,12/22/2015 01:38:10 PM,12/22/2015 02:06:15 PM,NYPD,Illegal Parking,Blocked Hydrant,BRONX,Closed,10461,40.85180334503331,-73.84985323293847
32255240,12/22/2015 01:36:17 PM,12/22/2015 05:08:39 PM,NYPD,Derelict Vehicle,With License Plate,BRONX,Closed,10471,40.90038820004244,-73.90851059844066
32253081,12/22/2015 01:35:43 PM,12/22/2015 03:14:38 PM,NYPD,Noise - Vehicle,Car/Truck Horn,BROOKLYN,Closed,11222,40.721281060082056,-73.94189593216878
32253677,12/22/2015 01:33:45 PM,12/22/2015 08:11:01 PM,NYPD,Derelict Vehicle,With License Plate,QUEENS,Closed,11417,40.67525359985968,-73.83807982519481
32256064,12/22/2015 01:33:33 PM,12/22/2015 07:18:14 PM,NYPD,Illegal Parking,Blocked Sidewalk,BRONX,Closed,10461,40.84255726195485,-73.85263533955269
32253664,12/22/2015 01:33:31 PM,12/23/2015 07:45:56 AM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11229,40.606512480652626,-73.95122981393453
32252166,12/22/2015 01:31:42 PM,12/22/2015 02:12:47 PM,NYPD,Derelict Vehicle,With License Plate,QUEENS,Closed,11435,40.71051243715944,-73.81582177617248
32256062,12/22/2015 01:31:14 PM,12/22/2015 03:38:11 PM,NYPD,Illegal Parking,Blocked Sidewalk,STATEN ISLAND,Closed,10314,40.59331028431164,-74.16016957317578
32258115,12/22/2015 01:31:05 PM,12/22/2015 03:04:37 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11377,40.7601073015473,-73.90688760280776
32252101,12/22/2015 01:30:06 PM,12/22/2015 07:00:16 PM,NYPD,Animal Abuse,Other (complaint details),QUEENS,Closed,11416,40.685165478922215,-73.8593255163491
32252543,12/22/2015 01:27:29 PM,12/22/2015 03:13:32 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11101,40.7385658579816,-73.9291030170934
32255196,12/22/2015 01:26:53 PM,12/22/2015 02:23:03 PM,NYPD,Illegal Parking,Blocked Sidewalk,BROOKLYN,Closed,11205,40.69201114429037,-73.95467593386844
32254401,12/22/2015 01:26:35 PM,12/22/2015 03:06:55 PM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11221,40.684584677670784,-73.93879462439622
32252080,12/22/2015 01:21:52 PM,12/22/2015 05:08:40 PM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11385,40.703906154147646,-73.89470343869637
32255567,12/22/2015 01:19:30 PM,12/23/2015 09:49:19 PM,NYPD,Noise - Vehicle,Car/Truck Horn,BRONX,Closed,10451,40.825248005430446,-73.92579126325437
32253653,12/22/2015 01:18:30 PM,12/22/2015 04:05:23 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11363,40.77311404297059,-73.741158388399
32257673,12/22/2015 01:17:28 PM,12/22/2015 03:12:24 PM,NYPD,Traffic,Congestion/Gridlock,BRONX,Closed,10475,40.88302940773764,-73.83547628661906
32253718,12/22/2015 01:16:15 PM,12/22/2015 07:00:15 PM,NYPD,Animal Abuse,Neglected,QUEENS,Closed,11421,40.68730683847549,-73.85525008411845
32253705,12/22/2015 01:15:27 PM,12/22/2015 04:36:36 PM,NYPD,Derelict Vehicle,With License Plate,BROOKLYN,Closed,11235,40.58789548420473,-73.9472181645622
32252135,12/22/2015 01:14:56 PM,12/22/2015 04:20:39 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,MANHATTAN,Closed,10021,40.769084743189666,-73.95694122505668
32252965,12/22/2015 01:14:54 PM,12/22/2015 03:44:42 PM,NYPD,Traffic,Congestion/Gridlock,BRONX,Closed,10459,40.82018899074458,-73.89067524722688
32252119,12/22/2015 01:12:50 PM,12/22/2015 10:10:05 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,Closed,11223,40.59156460017621,-73.96759103771906
32254450,12/22/2015 01:10:53 PM,12/22/2015 02:40:48 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,BROOKLYN,Closed,11238,40.6844312731514,-73.96609284267373
32256551,12/22/2015 01:08:40 PM,12/22/2015 02:05:04 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11367,40.72972573093615,-73.81924685119205
32256923,12/22/2015 01:08:35 PM,12/22/2015 06:07:41 PM,NYPD,Derelict Vehicle,With License Plate,STATEN ISLAND,Closed,10304,40.61903501902278,-74.08512430816245
32253791,12/22/2015 01:05:31 PM,12/22/2015 04:43:01 PM,NYPD,Derelict Vehicle,With License Plate,QUEENS,Closed,11358,40.76703180654024,-73.79742368789552
32254392,12/22/2015 01:05:11 PM,12/22/2015 11:19:49 PM,NYPD,Animal Abuse,Other (complaint details),BRONX,Closed,10459,40.83422259645329,-73.89346728336864
32256530,12/22/2015 01:04:15 PM,12/22/2015 03:38:12 PM,NYPD,Blocked Driveway,No Access,STATEN ISLAND,Closed,10314,40.59252104419588,-74.15524918800276
32253410,12/22/2015 01:04:14 PM,12/22/2015 07:10:43 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11419,40.69216566342947,-73.82234889620122
32257189,12/22/2015 01:02:14 PM,12/22/2015 01:45:11 PM,NYPD,Vending,In Prohibited Area,MANHATTAN,Closed,10007,40.710412355952315,-74.0094720223692
32256706,12/22/2015 12:56:41 PM,12/22/2015 01:28:51 PM,NYPD,Panhandling,N/A,BROOKLYN,Closed,11201,40.70152718120231,-73.98674959172757
32257605,12/22/2015 12:55:34 PM,12/22/2015 06:19:15 PM,NYPD,Noise - Street/Sidewalk,Loud Music/Party,BROOKLYN,Closed,11233,40.6803990181202,-73.92941723335176
32254503,12/22/2015 12:52:13 PM,12/22/2015 03:32:40 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,BRONX,Closed,10465,40.83194675301083,-73.82732020669184
32258104,12/22/2015 12:49:25 PM,12/22/2015 03:23:39 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11209,40.635094812006955,-74.03048451262498
32255990,12/22/2015 12:47:49 PM,12/22/2015 03:57:43 PM,NYPD,Derelict Vehicle,With License Plate,BROOKLYN,Closed,11203,40.64042050474984,-73.92814794476597
32254172,12/22/2015 12:47:41 PM,12/22/2015 03:31:31 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11369,40.766558500287104,-73.87096571566438
32257644,12/22/2015 12:47:17 PM,12/22/2015 02:24:10 PM,NYPD,Animal Abuse,Neglected,QUEENS,Closed,11692,40.58924816168991,-73.7874784042411
32254098,12/22/2015 12:45:02 PM,12/22/2015 02:26:28 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11373,40.74328069928632,-73.8870338635398
32256540,12/22/2015 12:44:18 PM,12/22/2015 03:19:08 PM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10466,40.888682655187935,-73.85536134430335
32252925,12/22/2015 12:44:10 PM,12/22/2015 03:20:13 PM,NYPD,Derelict Vehicle,With License Plate,BROOKLYN,Closed,11217,40.68664002144476,-73.97353394553386
32254053,12/22/2015 12:44:01 PM,12/22/2015 01:45:11 PM,NYPD,Vending,In Prohibited Area,MANHATTAN,Closed,10005,40.70482420012492,-74.00689964197612
32253686,12/22/2015 12:42:20 PM,12/22/2015 03:48:05 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,Closed,11215,40.662029306595585,-73.98230960897091
32257685,12/22/2015 12:41:55 PM,12/22/2015 12:57:31 PM,NYPD,Traffic,Congestion/Gridlock,MANHATTAN,Closed,10027,40.818612076717656,-73.96095199240847
32252916,12/22/2015 12:41:35 PM,12/22/2015 02:09:35 PM,NYPD,Animal Abuse,Neglected,MANHATTAN,Closed,10027,40.81595552782531,-73.95440004776522
32252454,12/22/2015 12:41:21 PM,12/22/2015 01:46:21 PM,NYPD,Vending,Unlicensed,MANHATTAN,Closed,10023,40.769849269458305,-73.98431353078193
32252568,12/22/2015 12:40:24 PM,12/22/2015 03:33:43 PM,NYPD,Blocked Driveway,Partial Access,BRONX,Closed,10461,40.83958137936499,-73.84793285823324
32257663,12/22/2015 12:40:23 PM,12/22/2015 03:04:37 PM,NYPD,Illegal Parking,Blocked Sidewalk,QUEENS,Closed,11101,40.75316244813532,-73.92478876828709
32256812,12/22/2015 12:38:18 PM,12/22/2015 02:08:26 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,BROOKLYN,Closed,11217,40.683049912414596,-73.97376251912186
32257703,12/22/2015 12:37:34 PM,12/22/2015 03:19:02 PM,NYPD,Derelict Vehicle,With License Plate,BRONX,Closed,10466,40.88537478261992,-73.83454103811232
32254470,12/22/2015 12:37:11 PM,12/22/2015 07:32:57 PM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11206,40.69976334818821,-73.95039342602058
32254520,12/22/2015 12:34:21 PM,12/22/2015 02:05:05 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32253026,12/22/2015 12:33:26 PM,12/22/2015 12:58:36 PM,NYPD,Noise - Commercial,Loud Talking,BROOKLYN,Closed,11234,40.61143600299496,-73.91297289530054
32252967,12/22/2015 12:32:49 PM,12/22/2015 02:05:08 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32253646,12/22/2015 12:31:37 PM,12/22/2015 12:49:43 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,BROOKLYN,Closed,11206,40.70219182657424,-73.92833743449728
32253822,12/22/2015 12:31:36 PM,12/22/2015 12:58:37 PM,NYPD,Noise - Commercial,Car/Truck Horn,BROOKLYN,Closed,11234,40.61143600299496,-73.91297289530054
32254421,12/22/2015 12:31:26 PM,12/22/2015 02:05:09 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32255730,12/22/2015 12:29:27 PM,12/22/2015 02:48:18 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11208,40.668949547528634,-73.86641426691656
32257544,12/22/2015 12:29:15 PM,12/22/2015 03:44:41 PM,NYPD,Illegal Parking,Blocked Sidewalk,BROOKLYN,Closed,11201,40.70380846430779,-73.99065154232788
32256118,12/22/2015 12:27:33 PM,12/22/2015 02:05:10 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32252092,12/22/2015 12:26:08 PM,12/22/2015 02:13:00 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32254184,12/22/2015 12:25:59 PM,12/22/2015 02:12:59 PM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10466,40.89115282627747,-73.83107620129117
32257567,12/22/2015 12:25:35 PM,12/22/2015 01:46:18 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BRONX,Closed,10472,40.826998532254,-73.8623788422452
32252149,12/22/2015 12:24:25 PM,12/22/2015 02:13:00 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32252104,12/22/2015 12:21:58 PM,12/22/2015 02:13:01 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32252114,12/22/2015 12:21:06 PM,12/22/2015 04:44:05 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11358,40.77074566390351,-73.80069414688073
32256117,12/22/2015 12:20:36 PM,12/22/2015 11:44:29 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,BRONX,Closed,10468,40.87611715762053,-73.88706852935405
32255989,12/22/2015 12:20:27 PM,12/22/2015 03:21:20 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32256794,12/22/2015 12:19:26 PM,12/22/2015 03:41:29 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,MANHATTAN,Closed,10032,40.834060069590194,-73.94295021732212
32255996,12/22/2015 12:18:48 PM,12/22/2015 03:21:22 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32255267,12/22/2015 12:16:32 PM,12/22/2015 12:38:48 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,BROOKLYN,Closed,11217,40.68540525485807,-73.97524351978703
32253665,12/22/2015 12:16:21 PM,12/22/2015 03:23:45 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32255992,12/22/2015 12:15:20 PM,12/22/2015 01:04:03 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,MANHATTAN,Closed,10035,40.804379676062936,-73.93952248062502
32252929,12/22/2015 12:15:04 PM,12/22/2015 03:38:12 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,BROOKLYN,Closed,11213,40.669823585631555,-73.93937412681655
32254442,12/22/2015 12:14:49 PM,12/22/2015 03:23:41 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32256084,12/22/2015 12:13:25 PM,12/22/2015 03:23:40 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32256007,12/22/2015 12:11:53 PM,12/22/2015 03:23:39 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32252915,12/22/2015 12:10:41 PM,12/22/2015 02:45:03 PM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11231,40.67897952138386,-73.9943360497397
32252093,12/22/2015 12:10:27 PM,12/22/2015 03:23:38 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32256902,12/22/2015 12:09:45 PM,12/22/2015 02:08:27 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,BROOKLYN,Closed,11217,40.6774292322171,-73.97661646860364
32252856,12/22/2015 12:08:53 PM,12/22/2015 03:22:34 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32257733,12/22/2015 12:08:20 PM,12/22/2015 03:17:55 PM,NYPD,Noise - Street/Sidewalk,Loud Music/Party,BROOKLYN,Closed,11221,40.695537551071375,-73.93126561838922
32256819,12/22/2015 12:07:33 PM,12/22/2015 03:22:32 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32253645,12/22/2015 12:06:27 PM,12/22/2015 01:39:41 PM,NYPD,Illegal Parking,Double Parked Blocking Vehicle,BROOKLYN,Closed,11216,40.68789161769377,-73.95563427037895
32255242,12/22/2015 12:06:23 PM,12/22/2015 03:19:09 PM,NYPD,Derelict Vehicle,With License Plate,BRONX,Closed,10467,40.87136691799632,-73.8625328861292
32256095,12/22/2015 12:06:20 PM,12/22/2015 03:22:31 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32253751,12/22/2015 12:05:18 PM,12/22/2015 12:41:01 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BRONX,Closed,10467,40.87136691799632,-73.8625328861292
32256065,12/22/2015 12:04:44 PM,12/22/2015 03:21:19 PM,NYPD,Animal Abuse,No Shelter,QUEENS,Closed,11420,40.68491321715671,-73.8132098821803
32256953,12/22/2015 12:04:21 PM,12/22/2015 03:22:30 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32256141,12/22/2015 12:04:10 PM,12/22/2015 12:39:51 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BRONX,Closed,10467,40.87137273440243,-73.86280767118295
32255983,12/22/2015 12:04:03 PM,12/22/2015 01:59:22 PM,NYPD,Illegal Parking,Blocked Sidewalk,BRONX,Closed,10455,40.81183895209863,-73.90223817300901
32253739,12/22/2015 12:03:40 PM,12/22/2015 03:41:30 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,MANHATTAN,Closed,10032,40.83812039627257,-73.944797072807
32255176,12/22/2015 12:03:02 PM,12/22/2015 03:22:28 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11366,40.72195913199264,-73.80969682426189
32256954,12/22/2015 12:02:48 PM,12/22/2015 12:38:47 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BRONX,Closed,10467,40.87136691799632,-73.8625328861292
32257855,12/22/2015 12:01:51 PM,,NYPD,Blocked Driveway,No Access,Unspecified,Open,,,
32252885,12/22/2015 12:01:19 PM,12/22/2015 12:23:00 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,QUEENS,Closed,11377,40.73996638301459,-73.89423145890211
32253794,12/22/2015 12:00:51 PM,12/22/2015 02:55:58 PM,NYPD,Homeless Encampment,N/A,BROOKLYN,Closed,11217,40.67804238016022,-73.98261901931498
32257216,12/22/2015 11:59:08 AM,12/22/2015 05:17:17 PM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10473,40.818396466570654,-73.8622846322322
